file_name,caption_1,caption_2,caption_3,caption_4,caption_5
Rope tied to boat in port.wav,An office chair is squeaking as someone bends back and forth in it.,Popping and squeaking gradually tapers off to a low level.,Someone is opening a creaky door slowly while a dog barks in the background,Squeaking and popping followed by gradual popping and tapering off.,an office chair is squeaking as someone leans forward and backward in it
Rope tied to boat in port_cap_1.wav,An office chair is squeaking as someone bends back and forth in it.,N/A,N/A,N/A,N/A
Rope tied to boat in port_cap_2.wav,N/A,Popping and squeaking gradually tapers off to a low level.,N/A,N/A,N/A
Rope tied to boat in port_cap_3.wav,N/A,N/A,Someone is opening a creaky door slowly while a dog barks in the background,N/A,N/A
Rope tied to boat in port_cap_4.wav,N/A,N/A,N/A,Squeaking and popping followed by gradual popping and tapering off.,N/A
Rope tied to boat in port_cap_5.wav,N/A,N/A,N/A,N/A,an office chair is squeaking as someone leans forward and backward in it
carpenter bee.wav,A flying bee is buzzing loudly around an object and its wing hits it.,An annoying fly is buzzing loudly and consistently.,An insect buzzing in the foreground as birds chirp in the background.,"An insect trapped in a spider web struggles, breaks free and flies away.","Outdoors, insect trapped in a spider web and then breaks loose and flies away."
carpenter bee_cap_1.wav,A flying bee is buzzing loudly around an object and its wing hits it.,N/A,N/A,N/A,N/A
carpenter bee_cap_2.wav,N/A,An annoying fly is buzzing loudly and consistently.,N/A,N/A,N/A
carpenter bee_cap_3.wav,N/A,N/A,An insect buzzing in the foreground as birds chirp in the background.,N/A,N/A
carpenter bee_cap_4.wav,N/A,N/A,N/A,"An insect trapped in a spider web struggles, breaks free and flies away.",N/A
carpenter bee_cap_5.wav,N/A,N/A,N/A,N/A,"Outdoors, insect trapped in a spider web and then breaks loose and flies away."
violin1.wav,A bow playing a stringed instrument in a one note tone repeatedly before violins join to create the melody.,A low stringed instrument drones a steady tone and is eventually joined by violins.,A large stringed instrument and a pair of violins are playing.,A musical instrument creates a tune and is followed by other instruments.,An orchestra practicing for an upcoming concert in an enclosed room.
violin1_cap_1.wav,A bow playing a stringed instrument in a one note tone repeatedly before violins join to create the melody.,N/A,N/A,N/A,N/A
violin1_cap_2.wav,N/A,A low stringed instrument drones a steady tone and is eventually joined by violins.,N/A,N/A,N/A
violin1_cap_3.wav,N/A,N/A,A large stringed instrument and a pair of violins are playing.,N/A,N/A
violin1_cap_4.wav,N/A,N/A,N/A,A musical instrument creates a tune and is followed by other instruments.,N/A
violin1_cap_5.wav,N/A,N/A,N/A,N/A,An orchestra practicing for an upcoming concert in an enclosed room.
121006_rain&amp;storm.wav,"As thunder claps far in the distance, the rain pours down.",Rain pours down and thunder claps far in the distance.,Substantial rain and wind are pouring and spouting around and thunder is available.,The rain falls down the thunder is rumbling as someone is pounding and a car passes.,"The rain falls down while someone is pounding, a car passes by and the thunder is rumbling"
121006_rain&amp;storm_cap_1.wav,"As thunder claps far in the distance, the rain pours down.",N/A,N/A,N/A,N/A
121006_rain&amp;storm_cap_2.wav,N/A,Rain pours down and thunder claps far in the distance.,N/A,N/A,N/A
121006_rain&amp;storm_cap_3.wav,N/A,N/A,Substantial rain and wind are pouring and spouting around and thunder is available.,N/A,N/A
121006_rain&amp;storm_cap_4.wav,N/A,N/A,N/A,The rain falls down the thunder is rumbling as someone is pounding and a car passes.,N/A
121006_rain&amp;storm_cap_5.wav,N/A,N/A,N/A,N/A,"The rain falls down while someone is pounding, a car passes by and the thunder is rumbling"
draaiorgel2.wav,Something goes round that is playing its song.,"At the fair, music is playing near a carousel through the speaker.","Chiming of bells, whistles and horns at a performance.",Fair kind music is being played at the circus grounds.,Polka or fair kind of music is being played.
draaiorgel2_cap_1.wav,Something goes round that is playing its song.,N/A,N/A,N/A,N/A
draaiorgel2_cap_2.wav,N/A,"At the fair, music is playing near a carousel through the speaker.",N/A,N/A,N/A
draaiorgel2_cap_3.wav,N/A,N/A,"Chiming of bells, whistles and horns at a performance.",N/A,N/A
draaiorgel2_cap_4.wav,N/A,N/A,N/A,Fair kind music is being played at the circus grounds.,N/A
draaiorgel2_cap_5.wav,N/A,N/A,N/A,N/A,Polka or fair kind of music is being played.
Officejet Printer.wav,A paper printer is printing off multiple pages.,A printer printing off multiple pages of paper,A small printing device performing duties and printing pages of text.,A tiny printer performs its duties and prints the words.,An automatic cutter feeds paper and cuts it.
Officejet Printer_cap_1.wav,A paper printer is printing off multiple pages.,N/A,N/A,N/A,N/A
Officejet Printer_cap_2.wav,N/A,A printer printing off multiple pages of paper,N/A,N/A,N/A
Officejet Printer_cap_3.wav,N/A,N/A,A small printing device performing duties and printing pages of text.,N/A,N/A
Officejet Printer_cap_4.wav,N/A,N/A,N/A,A tiny printer performs its duties and prints the words.,N/A
Officejet Printer_cap_5.wav,N/A,N/A,N/A,N/A,An automatic cutter feeds paper and cuts it.
Stockholm subway C20 train departing.wav,"A buzzer warns of departure, a air brake is released, while a roller coaster ride takes off.","A horn beeps for an amusement park ride, air brakes release and the ride takes off.","A warning button sounds, then a vehicle goes at a high speed.","After a horn beeps for an amusement park ride, the air brakes release and the ride begins.","First comes a beeping sound, then a door closing, then the train starts to speed up."
Stockholm subway C20 train departing_cap_1.wav,"A buzzer warns of departure, a air brake is released, while a roller coaster ride takes off.",N/A,N/A,N/A,N/A
Stockholm subway C20 train departing_cap_2.wav,N/A,"A horn beeps for an amusement park ride, air brakes release and the ride takes off.",N/A,N/A,N/A
Stockholm subway C20 train departing_cap_3.wav,N/A,N/A,"A warning button sounds, then a vehicle goes at a high speed.",N/A,N/A
Stockholm subway C20 train departing_cap_4.wav,N/A,N/A,N/A,"After a horn beeps for an amusement park ride, the air brakes release and the ride begins.",N/A
Stockholm subway C20 train departing_cap_5.wav,N/A,N/A,N/A,N/A,"First comes a beeping sound, then a door closing, then the train starts to speed up."
metalTunnel.wav,A very robotic synth modulates and reverberates within itself,An interesting instrument whose sound is going up and down.,The synth is reverberated at an rhythmic meter,it is like a iron rod cutting sound and it is a workshop,it is like an iron rod cutting sound and it is a workshop
metalTunnel_cap_1.wav,A very robotic synth modulates and reverberates within itself,N/A,N/A,N/A,N/A
metalTunnel_cap_2.wav,N/A,An interesting instrument whose sound is going up and down.,N/A,N/A,N/A
metalTunnel_cap_3.wav,N/A,N/A,The synth is reverberated at an rhythmic meter,N/A,N/A
metalTunnel_cap_4.wav,N/A,N/A,N/A,it is like a iron rod cutting sound and it is a workshop,N/A
metalTunnel_cap_5.wav,N/A,N/A,N/A,N/A,it is like an iron rod cutting sound and it is a workshop
Ambience Night crickets.wav,A serene bit of nightfall is met by crickets chirping,Crickets chirp in the background as a soft wind blows.,Crickets chirping outdoors at night with a gentle breeze blowing.,"In the calmness of nightfall, crickets are chirping.","While the wind softly blows, crickets chirp in the background."
Ambience Night crickets_cap_1.wav,A serene bit of nightfall is met by crickets chirping,N/A,N/A,N/A,N/A
Ambience Night crickets_cap_2.wav,N/A,Crickets chirp in the background as a soft wind blows.,N/A,N/A,N/A
Ambience Night crickets_cap_3.wav,N/A,N/A,Crickets chirping outdoors at night with a gentle breeze blowing.,N/A,N/A
Ambience Night crickets_cap_4.wav,N/A,N/A,N/A,"In the calmness of nightfall, crickets are chirping.",N/A
Ambience Night crickets_cap_5.wav,N/A,N/A,N/A,N/A,"While the wind softly blows, crickets chirp in the background."
Maria Hernandez Park September 1st.wav,A skateboarder is coasting on his board on a back and forth ramp as voices talk in the background.,A skateboarder rides his board up and down a ramp as people speak in the background.,People skateboard with some children who are faintly speaking.,Boards with small wheels are being ridden while children are quietly speaking.,People skateboard around at the park while chatting and laughing.
Maria Hernandez Park September 1st_cap_1.wav,A skateboarder is coasting on his board on a back and forth ramp as voices talk in the background.,N/A,N/A,N/A,N/A
Maria Hernandez Park September 1st_cap_2.wav,N/A,A skateboarder rides his board up and down a ramp as people speak in the background.,N/A,N/A,N/A
Maria Hernandez Park September 1st_cap_3.wav,N/A,N/A,People skateboard with some children who are faintly speaking.,N/A,N/A
Maria Hernandez Park September 1st_cap_4.wav,N/A,N/A,N/A,Boards with small wheels are being ridden while children are quietly speaking.,N/A
Maria Hernandez Park September 1st_cap_5.wav,N/A,N/A,N/A,N/A,People skateboard around at the park while chatting and laughing.
Traffic Light.wav,A group of people is standing on the street near a busy freeway.,A group of people standing on the street near a busy freeway.,A detector device is operating and detecting nothing and then it registers some activity.,An electric machine is operating and detecting nothing and then it suddenly detects some activity.,Unidentified squeaking occurs several times while men talk in the background.
Traffic Light_cap_1.wav,A group of people is standing on the street near a busy freeway.,N/A,N/A,N/A,N/A
Traffic Light_cap_2.wav,N/A,A group of people standing on the street near a busy freeway.,N/A,N/A,N/A
Traffic Light_cap_3.wav,N/A,N/A,A detector device is operating and detecting nothing and then it registers some activity.,N/A,N/A
Traffic Light_cap_4.wav,N/A,N/A,N/A,An electric machine is operating and detecting nothing and then it suddenly detects some activity.,N/A
Traffic Light_cap_5.wav,N/A,N/A,N/A,N/A,Unidentified squeaking occurs several times while men talk in the background.
jettish.wav,"A sweeping swaying sound rising upward repeatedly, then going downward repeatedly.",A sweeping swishing sound becomes louder and fades repeatedly.,Heavily distorted siren sounds make them sound like spacecraft.,They sound like a spacecraft when their siren sounds are highly distorted.,fancy alarm or alert system that is constantly going off
jettish_cap_1.wav,"A sweeping swaying sound rising upward repeatedly, then going downward repeatedly.",N/A,N/A,N/A,N/A
jettish_cap_2.wav,N/A,A sweeping swishing sound becomes louder and fades repeatedly.,N/A,N/A,N/A
jettish_cap_3.wav,N/A,N/A,Heavily distorted siren sounds make them sound like spacecraft.,N/A,N/A
jettish_cap_4.wav,N/A,N/A,N/A,They sound like a spacecraft when their siren sounds are highly distorted.,N/A
jettish_cap_5.wav,N/A,N/A,N/A,N/A,fancy alarm or alert system that is constantly going off
broken comms2.wav,A radio cycling through stations as it is being repaired.,A radio that is trying to be tuned and fixed.,A series of bleeps and bloops fire off randomly.,The computer is beeping as a voice recording drags .,Various computer noises go off as a voice call breaks up
broken comms2_cap_1.wav,A radio cycling through stations as it is being repaired.,N/A,N/A,N/A,N/A
broken comms2_cap_2.wav,N/A,A radio that is trying to be tuned and fixed.,N/A,N/A,N/A
broken comms2_cap_3.wav,N/A,N/A,A series of bleeps and bloops fire off randomly.,N/A,N/A
broken comms2_cap_4.wav,N/A,N/A,N/A,The computer is beeping as a voice recording drags .,N/A
broken comms2_cap_5.wav,N/A,N/A,N/A,N/A,Various computer noises go off as a voice call breaks up
wind3.wav,Air is being forced through a small opening and almost making whistling noises.,The wind howled violently and shrilly then began to taper off.,The wind is blowing through the corn field very loudly.,The wind is heard whistling outside from inside.,Wind howls violently and shrilly then begins to taper off.
wind3_cap_1.wav,Air is being forced through a small opening and almost making whistling noises.,N/A,N/A,N/A,N/A
wind3_cap_2.wav,N/A,The wind howled violently and shrilly then began to taper off.,N/A,N/A,N/A
wind3_cap_3.wav,N/A,N/A,The wind is blowing through the corn field very loudly.,N/A,N/A
wind3_cap_4.wav,N/A,N/A,N/A,The wind is heard whistling outside from inside.,N/A
wind3_cap_5.wav,N/A,N/A,N/A,N/A,Wind howls violently and shrilly then begins to taper off.
Drinking Through Straw.wav,"A cold, icy drink is stirred and then sipped through a straw until it is gone.",A person is pouring a drink and then taking a sip.,A stone object rubs and hits against another object,A straw is moving and audible as it whirls around the bottom of the drain.,Someone is stirring a drink with ice cubes in it and starts drinking with a straw until empty.
Drinking Through Straw_cap_1.wav,"A cold, icy drink is stirred and then sipped through a straw until it is gone.",N/A,N/A,N/A,N/A
Drinking Through Straw_cap_2.wav,N/A,A person is pouring a drink and then taking a sip.,N/A,N/A,N/A
Drinking Through Straw_cap_3.wav,N/A,N/A,A stone object rubs and hits against another object,N/A,N/A
Drinking Through Straw_cap_4.wav,N/A,N/A,N/A,A straw is moving and audible as it whirls around the bottom of the drain.,N/A
Drinking Through Straw_cap_5.wav,N/A,N/A,N/A,N/A,Someone is stirring a drink with ice cubes in it and starts drinking with a straw until empty.
the swarm v31m3.wav,"A built up sound comprised of whining, chirping and other sounds that slowly dies off.","A built up sound comprised of whirring, chirping and other sounds that slowly dies off.",A noisy vacuum cleaner is used in a confined space.,A vacuum cleaner with noisy bearings being used in a confined space.,Cranking noises turn to a low screeching that rises in volume until it is extremely loud.
the swarm v31m3_cap_1.wav,"A built up sound comprised of whining, chirping and other sounds that slowly dies off.",N/A,N/A,N/A,N/A
the swarm v31m3_cap_2.wav,N/A,"A built up sound comprised of whirring, chirping and other sounds that slowly dies off.",N/A,N/A,N/A
the swarm v31m3_cap_3.wav,N/A,N/A,A noisy vacuum cleaner is used in a confined space.,N/A,N/A
the swarm v31m3_cap_4.wav,N/A,N/A,N/A,A vacuum cleaner with noisy bearings being used in a confined space.,N/A
the swarm v31m3_cap_5.wav,N/A,N/A,N/A,N/A,Cranking noises turn to a low screeching that rises in volume until it is extremely loud.
Giant 1.wav,"A person gurgling, while trying to ape speech patterns, with some soft, occasional metal clanking in the background.","A person gurgling, while trying to mimic speech patterns, with some soft, intermittent metal clanging in the background.",A person is making weird noises with his or her mouth.,A person is speaking and is hard to understand.,A person who has a hole in their neck is talking and they are hard to understand.
Giant 1_cap_1.wav,"A person gurgling, while trying to ape speech patterns, with some soft, occasional metal clanking in the background.",N/A,N/A,N/A,N/A
Giant 1_cap_2.wav,N/A,"A person gurgling, while trying to mimic speech patterns, with some soft, intermittent metal clanging in the background.",N/A,N/A,N/A
Giant 1_cap_3.wav,N/A,N/A,A person is making weird noises with his or her mouth.,N/A,N/A
Giant 1_cap_4.wav,N/A,N/A,N/A,A person is speaking and is hard to understand.,N/A
Giant 1_cap_5.wav,N/A,N/A,N/A,N/A,A person who has a hole in their neck is talking and they are hard to understand.
dull metal.wav,A person is making noise by tapping their fingernails on a solid surface.,Metal prongs rapping insistently against the concrete ground.,Tapping two metal sticks together a few times a second.,Two metal objects tapping into each other a number of times.,Water is dripping from the faucet into the sink.
dull metal_cap_1.wav,A person is making noise by tapping their fingernails on a solid surface.,N/A,N/A,N/A,N/A
dull metal_cap_2.wav,N/A,Metal prongs rapping insistently against the concrete ground.,N/A,N/A,N/A
dull metal_cap_3.wav,N/A,N/A,Tapping two metal sticks together a few times a second.,N/A,N/A
dull metal_cap_4.wav,N/A,N/A,N/A,Two metal objects tapping into each other a number of times.,N/A
dull metal_cap_5.wav,N/A,N/A,N/A,N/A,Water is dripping from the faucet into the sink.
Small Chain Clanging.wav,A person crunches through dried leaves on the ground.,Aluminum candy papers are balled up in a hand.,Somebody balling up aluminum candy papers in their hand.,The chain of a necklace rattles inside a plastic cup.,a person is stepping on the ground full of dried leaves
Small Chain Clanging_cap_1.wav,A person crunches through dried leaves on the ground.,N/A,N/A,N/A,N/A
Small Chain Clanging_cap_2.wav,N/A,Aluminum candy papers are balled up in a hand.,N/A,N/A,N/A
Small Chain Clanging_cap_3.wav,N/A,N/A,Somebody balling up aluminum candy papers in their hand.,N/A,N/A
Small Chain Clanging_cap_4.wav,N/A,N/A,N/A,The chain of a necklace rattles inside a plastic cup.,N/A
Small Chain Clanging_cap_5.wav,N/A,N/A,N/A,N/A,a person is stepping on the ground full of dried leaves
Hitting Tall Grass.wav,A person slowly clears high growth vegetation outdoors,It takes more force to weed and trim as time goes on.,Rocks are being thrown down on the ground.,Sand is being shoveled and dumped on the ground.,The sand that is being shoveled is being dumped on the nearby ground.
Hitting Tall Grass_cap_1.wav,A person slowly clears high growth vegetation outdoors,N/A,N/A,N/A,N/A
Hitting Tall Grass_cap_2.wav,N/A,It takes more force to weed and trim as time goes on.,N/A,N/A,N/A
Hitting Tall Grass_cap_3.wav,N/A,N/A,Rocks are being thrown down on the ground.,N/A,N/A
Hitting Tall Grass_cap_4.wav,N/A,N/A,N/A,Sand is being shoveled and dumped on the ground.,N/A
Hitting Tall Grass_cap_5.wav,N/A,N/A,N/A,N/A,The sand that is being shoveled is being dumped on the nearby ground.
Thunder Storm Daytona 3.wav,A clap of thunder coupled with the running water.,The plants in the forest are being blown and thrashed by the winds.,The thunder begins to roar as the rain is drizzling.,The thunder begins to roar while rain is drizzling.,Water is running and a roar of thunder happens at the same time.
Thunder Storm Daytona 3_cap_1.wav,A clap of thunder coupled with the running water.,N/A,N/A,N/A,N/A
Thunder Storm Daytona 3_cap_2.wav,N/A,The plants in the forest are being blown and thrashed by the winds.,N/A,N/A,N/A
Thunder Storm Daytona 3_cap_3.wav,N/A,N/A,The thunder begins to roar as the rain is drizzling.,N/A,N/A
Thunder Storm Daytona 3_cap_4.wav,N/A,N/A,N/A,The thunder begins to roar while rain is drizzling.,N/A
Thunder Storm Daytona 3_cap_5.wav,N/A,N/A,N/A,N/A,Water is running and a roar of thunder happens at the same time.
smoking in car.wav,A person trying to use a lighter multiple times to light a cigarette and then inhaling and coughing.,After the lighter clicks and lights the cigarette the man coughs.,"Someone starts a lighter, lights a cigarette, takes a breath from the cigarette, and then coughs.","Striking the lighter, she lit the cigarette, pulled and began to cough.",The person tried a few times to light the cigarette with a lighter and he inhales and coughs.
smoking in car_cap_1.wav,A person trying to use a lighter multiple times to light a cigarette and then inhaling and coughing.,N/A,N/A,N/A,N/A
smoking in car_cap_2.wav,N/A,After the lighter clicks and lights the cigarette the man coughs.,N/A,N/A,N/A
smoking in car_cap_3.wav,N/A,N/A,"Someone starts a lighter, lights a cigarette, takes a breath from the cigarette, and then coughs.",N/A,N/A
smoking in car_cap_4.wav,N/A,N/A,N/A,"Striking the lighter, she lit the cigarette, pulled and began to cough.",N/A
smoking in car_cap_5.wav,N/A,N/A,N/A,N/A,The person tried a few times to light the cigarette with a lighter and he inhales and coughs.
Huston we have a problem (before &amp; after cleaning).wav,A female voice communicates over a static walkie-talkie.,Dispatcher and radio communication between people who are talking.,People are talking with each other using radio communication.,People are talking to each other on the radio.,Someone on the radio talking to another person.
Huston we have a problem (before &amp; after cleaning)_cap_1.wav,A female voice communicates over a static walkie-talkie.,N/A,N/A,N/A,N/A
Huston we have a problem (before &amp; after cleaning)_cap_2.wav,N/A,Dispatcher and radio communication between people who are talking.,N/A,N/A,N/A
Huston we have a problem (before &amp; after cleaning)_cap_3.wav,N/A,N/A,People are talking with each other using radio communication.,N/A,N/A
Huston we have a problem (before &amp; after cleaning)_cap_4.wav,N/A,N/A,N/A,People are talking to each other on the radio.,N/A
Huston we have a problem (before &amp; after cleaning)_cap_5.wav,N/A,N/A,N/A,N/A,Someone on the radio talking to another person.
Subping03.wav,A bell sound rings and echoes and slowly returns.,A small quiet mechanical reading or beeping similar to a radar.,A soft mechanical bleeping which is reminiscent of radar.,"A sonar sound starting off strong then fading, to begin strong again and eventually quiet down.",Sonar is activated and its audio oscillates between strong and weak signals.
Subping03_cap_1.wav,A bell sound rings and echoes and slowly returns.,N/A,N/A,N/A,N/A
Subping03_cap_2.wav,N/A,A small quiet mechanical reading or beeping similar to a radar.,N/A,N/A,N/A
Subping03_cap_3.wav,N/A,N/A,A soft mechanical bleeping which is reminiscent of radar.,N/A,N/A
Subping03_cap_4.wav,N/A,N/A,N/A,"A sonar sound starting off strong then fading, to begin strong again and eventually quiet down.",N/A
Subping03_cap_5.wav,N/A,N/A,N/A,N/A,Sonar is activated and its audio oscillates between strong and weak signals.
sheep on pasture.wav,A baby lamb baaing and an adult lamb baaing while walking through grass.,A human mimics a lamb as it bleats.,A lamb bleating while a human mimics it.,Sheep bleat while birds chirp in the background.,Sheep call out while birds chirp in the background.
sheep on pasture_cap_1.wav,A baby lamb baaing and an adult lamb baaing while walking through grass.,N/A,N/A,N/A,N/A
sheep on pasture_cap_2.wav,N/A,A human mimics a lamb as it bleats.,N/A,N/A,N/A
sheep on pasture_cap_3.wav,N/A,N/A,A lamb bleating while a human mimics it.,N/A,N/A
sheep on pasture_cap_4.wav,N/A,N/A,N/A,Sheep bleat while birds chirp in the background.,N/A
sheep on pasture_cap_5.wav,N/A,N/A,N/A,N/A,Sheep call out while birds chirp in the background.
je_footstepsCement.wav,A person walks on a scratchy surface in a frequent manner,A person wearing slides is dragging their feet while they walk.,Someone is walking down a sidewalk and dragging their feet a little bit.,Someone walking down a sidewalk and dragging their feet a little bit.,Someone walks by wearing flip flops as they clack and scrape along the sidewalk.
je_footstepsCement_cap_1.wav,A person walks on a scratchy surface in a frequent manner,N/A,N/A,N/A,N/A
je_footstepsCement_cap_2.wav,N/A,A person wearing slides is dragging their feet while they walk.,N/A,N/A,N/A
je_footstepsCement_cap_3.wav,N/A,N/A,Someone is walking down a sidewalk and dragging their feet a little bit.,N/A,N/A
je_footstepsCement_cap_4.wav,N/A,N/A,N/A,Someone walking down a sidewalk and dragging their feet a little bit.,N/A
je_footstepsCement_cap_5.wav,N/A,N/A,N/A,N/A,Someone walks by wearing flip flops as they clack and scrape along the sidewalk.
Geroezemoes.wav,"A great number of people of all sorts of ages converse with each other, including a small child.",A group of people are having breakfast together in a cafeteria.,A group of people eat breakfast together at a table in the cafeteria.,A group or crowd of people speaking and shouting.,A large of group of people composed of different ages talk to each other including a toddler.
Geroezemoes_cap_1.wav,"A great number of people of all sorts of ages converse with each other, including a small child.",N/A,N/A,N/A,N/A
Geroezemoes_cap_2.wav,N/A,A group of people are having breakfast together in a cafeteria.,N/A,N/A,N/A
Geroezemoes_cap_3.wav,N/A,N/A,A group of people eat breakfast together at a table in the cafeteria.,N/A,N/A
Geroezemoes_cap_4.wav,N/A,N/A,N/A,A group or crowd of people speaking and shouting.,N/A
Geroezemoes_cap_5.wav,N/A,N/A,N/A,N/A,A large of group of people composed of different ages talk to each other including a toddler.
paper01.wav,A book being flipped through over and over.,A books whose page keeps being turned over.,Flipping through a book to put emphasis on the movement of the paper.,Some flipping the pages of a book with large leaves,Someone flipping the large leaf pages of a book.
paper01_cap_1.wav,A book being flipped through over and over.,N/A,N/A,N/A,N/A
paper01_cap_2.wav,N/A,A books whose page keeps being turned over.,N/A,N/A,N/A
paper01_cap_3.wav,N/A,N/A,Flipping through a book to put emphasis on the movement of the paper.,N/A,N/A
paper01_cap_4.wav,N/A,N/A,N/A,Some flipping the pages of a book with large leaves,N/A
paper01_cap_5.wav,N/A,N/A,N/A,N/A,Someone flipping the large leaf pages of a book.
0400 Traffic_police.wav,A car idling then somebody blowing a whistle while motorcycles pass by,A person blows a whistle at a busy city intersection.,A person blows a whistle at a busy intersection.,Several cars drive along a road while a police officer directs traffic.,Several cars driving on a road and a whistle is sounding.
0400 Traffic_police_cap_1.wav,A car idling then somebody blowing a whistle while motorcycles pass by,N/A,N/A,N/A,N/A
0400 Traffic_police_cap_2.wav,N/A,A person blows a whistle at a busy city intersection.,N/A,N/A,N/A
0400 Traffic_police_cap_3.wav,N/A,N/A,A person blows a whistle at a busy intersection.,N/A,N/A
0400 Traffic_police_cap_4.wav,N/A,N/A,N/A,Several cars drive along a road while a police officer directs traffic.,N/A
0400 Traffic_police_cap_5.wav,N/A,N/A,N/A,N/A,Several cars driving on a road and a whistle is sounding.
"Crowd ambience, eating popcorn.wav","A short distance away, a group of people engage in indistinguishable chatter.","As time goes on, the bustling crowd chatter resonates.",Many people were moving and discussing inside of a large hall.,The activity of crowd chatter resonates as time goes on.,people are talking loudly in the background indistinguishably
"Crowd ambience, eating popcorn_cap_1.wav","A short distance away, a group of people engage in indistinguishable chatter.",N/A,N/A,N/A,N/A
"Crowd ambience, eating popcorn_cap_2.wav",N/A,"As time goes on, the bustling crowd chatter resonates.",N/A,N/A,N/A
"Crowd ambience, eating popcorn_cap_3.wav",N/A,N/A,Many people were moving and discussing inside of a large hall.,N/A,N/A
"Crowd ambience, eating popcorn_cap_4.wav",N/A,N/A,N/A,The activity of crowd chatter resonates as time goes on.,N/A
"Crowd ambience, eating popcorn_cap_5.wav",N/A,N/A,N/A,N/A,people are talking loudly in the background indistinguishably
"Walking in a park, on gravel (wind) - Athens National Botanical Garden.wav","A person was walking on a sidewalk adjacent to a school, where children were playing on the playground.","As the wind begins to blow, background sounds like metal clanking and children screeching arise.",From outside the laundromat someone watches the clothes go round and round in the dryer,Metal clanks as the wind blows and the voices of children are screeching way in the background.,Someone walking down a sidewalk next to a school with kids on the playground playing.
"Walking in a park, on gravel (wind) - Athens National Botanical Garden_cap_1.wav","A person was walking on a sidewalk adjacent to a school, where children were playing on the playground.",N/A,N/A,N/A,N/A
"Walking in a park, on gravel (wind) - Athens National Botanical Garden_cap_2.wav",N/A,"As the wind begins to blow, background sounds like metal clanking and children screeching arise.",N/A,N/A,N/A
"Walking in a park, on gravel (wind) - Athens National Botanical Garden_cap_3.wav",N/A,N/A,From outside the laundromat someone watches the clothes go round and round in the dryer,N/A,N/A
"Walking in a park, on gravel (wind) - Athens National Botanical Garden_cap_4.wav",N/A,N/A,N/A,Metal clanks as the wind blows and the voices of children are screeching way in the background.,N/A
"Walking in a park, on gravel (wind) - Athens National Botanical Garden_cap_5.wav",N/A,N/A,N/A,N/A,Someone walking down a sidewalk next to a school with kids on the playground playing.
Fan_Ventilation_Stereo 4.wav,A large industrial machine was whirring inside of a room.,A large industrial machine whirring inside of a room.,A loud mechanical whir is quite muffled by a distant nature sound.,A small engine runs with a small fan of a vehicle similar to a car.,Industry equipment being utilized inside a company warehouse
Fan_Ventilation_Stereo 4_cap_1.wav,A large industrial machine was whirring inside of a room.,N/A,N/A,N/A,N/A
